merchant_name,category,brand
IMPS/454218960/BANK SERVICE CHARGE,Other,BANK SERVICE CHARGE
CASHBACK CREDIT PURCHASE 240686092,Income,CASHBACK CREDIT
POS COIN BY ZERODHA DELHI,Investment,COIN BY ZERODHA
RTGS TRANSFER 09MAY,Transfers,RTGS TRANSFER
IMPS TRANSFER*990384345,Transfers,IMPS TRANSFER
UPI-THYROCARE-957589057@axl,Health,THYROCARE
RENT SPLIT TRANSFER PURCHASE 752844381,Transfers,RENT SPLIT TRANSFER
UPI/FREELANCE PAYMENT RECEIVED/577870740,Income,FREELANCE PAYMENT RECEIVED
POS/PHYSICS WALLAH/485716301,Education,PHYSICS WALLAH
NEFT CR-HALDIRAMS-234568604,Food,HALDIRAMS
UPI-STARBUCKS-358633898@okicici,Food,STARBUCKS
UPI/KFC/459715348,Food,KFC
ZOMATO 23SEP,Food,ZOMATO
UPI-GOOGLE ONE-169744792@paytm,Subscriptions,GOOGLE ONE
COURSERA*917772862,Education,COURSERA
Miscellaneous Charge,Other,MISCELLANEOUS CHARGE
BIL/CHEQUE BOUNCE CHARGE/478627379,Other,CHEQUE BOUNCE CHARGE
POS/STEAM GAMES PURCHASE/901854968,Entertainment,STEAM GAMES PURCHASE
TORRENT POWER PURCHASE 184230838,Utilities,TORRENT POWER
OLA CABS BOOKING,Transport,OLA
POS FASTAG RECHARGE CHENNAI,Transport,FASTAG RECHARGE
POS FORTIS HOSPITAL PUNE,Health,FORTIS HOSPITAL
NGO DONATION*881609770,Other,NGO DONATION
BIL/ATM WITHDRAWAL HDFC/555712014,Cash,ATM WITHDRAWAL HDFC
POS/BASKIN ROBBINS/445236735,Food,BASKIN ROBBINS
Fund Transfer Self Account,Transfers,FUND TRANSFER SELF ACCOUNT
IMPS/784095277/MOJO PIZZA,Food,MOJO PIZZA
POS NYKAA CHENNAI,Shopping,NYKAA
POS SWIGGY DELHI,Food,SWIGGY
NEFT CR-PRACTO-661392444,Health,PRACTO
SHOPPERS STOP*523861817,Shopping,SHOPPERS STOP
IMPS/450932787/SHOPPERS STOP,Shopping,SHOPPERS STOP
QUICK RIDE ONLINE PAYMENT,Transport,QUICK RIDE
BIL/INDIGO AIRLINES/448144622,Transport,INDIGO AIRLINES
PAYTM MONEY SI,Investment,PAYTM MONEY
UPI-UPI TRANSFER TO FRIEND-522378602@paytm,Transfers,UPI TRANSFER TO FRIEND
GIFT SHOP INDIA,Shopping,GIFTSHOPINDIA
POS/ZOLO STAYS RENT/872896996,Rent,ZOLO STAYS RENT
POS FUND TRANSFER SELF ACCOUNT CHENNAI,Transfers,FUND TRANSFER SELF ACCOUNT
IMPS/103302620/HP PETROL PUMP,Transport,HP PETROL PUMP
BIL/FREELANCE PAYMENT RECEIVED/374619476,Income,FREELANCE PAYMENT RECEIVED
BANK SERVICE CHARGE*628761890,Other,BANK SERVICE CHARGE
MEESHO ORDER PRODUCT,Shopping,MEESHO
ACH DR-INDIAN RAILWAYS,Transport,INDIAN RAILWAYS
Gst Charge,Other,GST CHARGE
ICLOUD STORAGE 23OCT,Subscriptions,ICLOUD STORAGE
LANDLINE BILL PAYMENT,Utilities,LANDLINEBILLPAYMENT
BIL/STEAM GAMES PURCHASE/705499264,Entertainment,STEAM GAMES PURCHASE
IMPS/920951326/TUITION FEES,Education,TUITION FEES
BIL/SMS CHARGE/696544704,Other,SMS CHARGE
BARBEQUE NATION*671159367,Food,BARBEQUE NATION
MICROSOFT 365 ONLINE PAYMENT,Subscriptions,MICROSOFT 365
EATFIT PURCHASE 761330848,Food,EATFIT
UPI/RTGS TRANSFER/214966531,Transfers,RTGS TRANSFER
UPI/DELHI METRO/531793991,Transport,DELHI METRO
NEFT CR-PLAYSTATION STORE-964872376,Entertainment,PLAYSTATION STORE
ANNUAL MAINTENANCE CHARGE PURCHASE 319839714,Other,ANNUAL MAINTENANCE CHARGE
BIL/ATM WITHDRAWAL ICICI/320240357,Cash,ATM WITHDRAWAL ICICI
POS NEW INDIA ASSURANCE PUNE,Insurance,NEW INDIA ASSURANCE
CDSL DEPOSITORY 27JUL,Investment,CDSL DEPOSITORY
NEFT CR-ATM FEE CHARGE-835510545,Other,ATM FEE CHARGE
BIL/ZOLO STAYS RENT/672919866,Rent,ZOLO STAYS RENT
IMPS/155145012/PVR CINEMAS,Entertainment,PVR CINEMAS
PROFESSIONAL COURSE FEE,Education,PROFESSIONALCOURSEFEE
ACH DR-RELIGARE HEALTH INSURANCE,Insurance,RELIGARE HEALTH INSURANCE
UNKNOWN MERCHANT,Other,UNKNOWNMERCHANT
UPI/INOX MOVIES/694541854,Entertainment,INOX MOVIES
NEFT CR-GOOGLE ONE-497602212,Subscriptions,GOOGLE ONE
YOGA STUDIO FEES,Health,YOGASTUDIOFEES
YULU BIKE RENTAL,Transport,YULU BIKE
NEFT CR-SWIGGY-480012570,Food,SWIGGY
DELHI METRO*950901243,Transport,DELHI METRO
SPORTS ARENA TICKET,Entertainment,SPORTSARENATICKET
AMAZON ORDER ONLINE,Shopping,AMAZON
FAMILY TRANSFER*238159208,Transfers,FAMILY TRANSFER
POS/STEAM GAMES PURCHASE/298461891,Entertainment,STEAM GAMES PURCHASE
MCDONALDS SI,Food,MCDONALDS
UPI-RTGS TRANSFER-462345909@ybl,Transfers,RTGS TRANSFER
BIL/ATM WITHDRAWAL SBI/534014323,Cash,ATM WITHDRAWAL SBI
CASH WITHDRAWAL AXIS BANK*616003342,Cash,CASH WITHDRAWAL AXIS BANK
UPI-ICICI PRUDENTIAL LIFE-286283655@okicici,Insurance,ICICI PRUDENTIAL LIFE
NEFT CR-BYJUS-378760265,Education,BYJUS
POS CASH WITHDRAWAL KOTAK PUNE,Cash,CASH WITHDRAWAL KOTAK
UDEMY*860509917,Education,UDEMY
UPI-NIIT-412605184@oksbi,Education,NIIT
Ngo Donation,Other,NGO DONATION
BHARAT PETROLEUM*930388241,Transport,BHARAT PETROLEUM
NEFT CR-FREELANCE PAYMENT RECEIVED-260708160,Income,FREELANCE PAYMENT RECEIVED
NEFT CR-CASH WITHDRAWAL AXIS BANK-262068099,Cash,CASH WITHDRAWAL AXIS BANK
NEFT CR-BARBEQUE NATION-839393192,Food,BARBEQUE NATION
STARBUCKS PURCHASE 902099969,Food,STARBUCKS
RUMMY CIRCLE GAME,Entertainment,RUMMYCIRCLEGAME
UPI/STEAM GAMES PURCHASE/128075963,Entertainment,STEAM GAMES PURCHASE
UPI-VEDANTU-644688636@apl,Education,VEDANTU
SWEEP OUT TRANSFER,Transfers,SWEEPOUTTRANSFER
IMPS/968662621/NESTAWAY RENT,Rent,NESTAWAY RENT
CDSL DEPOSITORY 01SEP,Investment,CDSL DEPOSITORY
BIL/FORTIS HOSPITAL/699883347,Health,FORTIS HOSPITAL
CROMA STORE PURCHASE,Shopping,CROMA
UPI/NSDL DEPOSITORY/755854223,Investment,NSDL DEPOSITORY
IMPS/217941910/ANGEL ONE,Investment,ANGEL ONE
DELHI METRO RAIL CORP,Transport,DELHI METRO
POS WESTSIDE PUNE,Shopping,WESTSIDE
IMPS/675422885/EXCITEL BROADBAND,Utilities,EXCITEL BROADBAND
VADAPAV KING OUTLET,Food,VADAPAVKINGOUTLET
POS/KUVERA INVESTMENT/753726009,Investment,KUVERA INVESTMENT
POS BSNL PUNE,Utilities,BSNL
POS/CASH WITHDRAWAL AXIS BANK/749824591,Cash,CASH WITHDRAWAL AXIS BANK
BIL/APOLLO HOSPITAL/746524846,Health,APOLLO HOSPITAL
POS MISCELLANEOUS CHARGE DELHI,Other,MISCELLANEOUS CHARGE
UPI-CHEQUE BOUNCE CHARGE-480755261@okicici,Other,CHEQUE BOUNCE CHARGE
IMPS/457345648/AMUSEMENT PARK TICKET,Entertainment,AMUSEMENT PARK TICKET
UPI-INTEREST CREDIT-318071673@oksbi,Income,INTEREST CREDIT
POS/IMPS TRANSFER/129044476,Transfers,IMPS TRANSFER
WESTSIDE PURCHASE 165946817,Shopping,WESTSIDE
DONATION PAYMENT ONLINE PAYMENT,Other,DONATION PAYMENT
NEFT CR-MAHANAGAR GAS-712164669,Utilities,MAHANAGAR GAS
IMPS/288683245/PVR CINEMAS,Entertainment,PVR CINEMAS
NEFT DR-INDIGO AIRLINES,Transport,INDIGO AIRLINES
UPI/CASHBACK CREDIT/801827399,Income,CASHBACK CREDIT
MICROSOFT 365 PURCHASE 308501740,Subscriptions,MICROSOFT 365
BIL/ICICI PRUDENTIAL LIFE/360345859,Insurance,ICICI PRUDENTIAL LIFE
UPI-AMUSEMENT PARK TICKET-575148289@paytm,Entertainment,AMUSEMENT PARK TICKET
ACH DR-AMAZON,Shopping,AMAZON
POS/BARBEQUE NATION/570787423,Food,BARBEQUE NATION
BIL/CARE HEALTH INSURANCE/561706302,Insurance,CARE HEALTH INSURANCE
GENERAL PURPOSE PAYMENT,Other,GENERALPURPOSEPAYMENT
IMPS/196258788/HP PETROL PUMP,Transport,HP PETROL PUMP
POS FAMILY TRANSFER CHENNAI,Transfers,FAMILY TRANSFER
PAYTM MONEY 21APR,Investment,PAYTM MONEY
AUDIBLE 25APR,Subscriptions,AUDIBLE
POS BMTC HYDERABAD,Transport,BMTC
POS/INTEREST CREDIT/442026461,Income,INTEREST CREDIT
CASH WITHDRAWAL KOTAK PURCHASE 742266101,Cash,CASH WITHDRAWAL KOTAK
NEFT CR-OLA AUTO-773441905,Transport,OLA AUTO
youtube premium payment,Subscriptions,YOUTUBE PREMIUM
GOOGLE ONE*549113543,Subscriptions,GOOGLE ONE
CULT FIT ONLINE PAYMENT,Health,CULT FIT
UPI/AMAZON PRIME VIDEO/671945444,Subscriptions,AMAZON PRIME VIDEO
POS/PAYROLL CREDIT/680395964,Income,PAYROLL CREDIT
STANZA LIVING RENT*718558730,Rent,STANZA LIVING RENT
POS/STEAM GAMES PURCHASE/279876468,Entertainment,STEAM GAMES PURCHASE
FABINDIA 01SEP,Shopping,FABINDIA
MICROSOFT 365 SI,Subscriptions,MICROSOFT 365
Atm Fee Charge,Other,ATM FEE CHARGE
POS/ZEPTO/831773074,Shopping,ZEPTO
EATFIT 15SEP,Food,EATFIT
CHAAYOS SI,Food,CHAAYOS
REDBUS SI,Transport,REDBUS
GYM APP SUBSCRIPTION PURCHASE 877445311,Subscriptions,GYM APP SUBSCRIPTION
BESCOM ELECTRICITY*695157666,Utilities,BESCOM ELECTRICITY
BIL/HOUSE RENT PAYMENT/344796979,Rent,HOUSE RENT PAYMENT
POS/BEHROUZ BIRYANI/838194420,Food,BEHROUZ BIRYANI
IMPS/925520324/TATA POWER,Utilities,TATA POWER
HP PETROL PUMP 07AUG,Transport,HP PETROL PUMP
POS/HOUSE RENT PAYMENT/179747572,Rent,HOUSE RENT PAYMENT
IMPS/159716751/BANK SERVICE CHARGE,Other,BANK SERVICE CHARGE
AMUSEMENT PARK TICKET*419531319,Entertainment,AMUSEMENT PARK TICKET
POS/BURGER KING/923935280,Food,BURGER KING
ATM WITHDRAWAL SBI PURCHASE 638958403,Cash,ATM WITHDRAWAL SBI
IMPS/601180788/SCHOOL FEES PAYMENT,Education,SCHOOL FEES PAYMENT
POS/NIIT/589657516,Education,NIIT
ACH DR-PARKING FEE,Transport,PARKING FEE
DEBT FUND PURCHASE,Investment,DEBTFUNDPURCHASE
GAMING ZONE*703910280,Entertainment,GAMING ZONE
UPI/IMPS TRANSFER/894199663,Transfers,IMPS TRANSFER
LIC PLAN INSTALLMENT,Insurance,LICPLANINSTALLMENT
IMPS/193274824/LIC PREMIUM PAYMENT,Insurance,LIC PREMIUM PAYMENT
COIN BY ZERODHA 12APR,Investment,COIN BY ZERODHA
SALARY CREDIT MONTHLY,Income,SALARY CREDIT
POS COLLEGE FEES PAYMENT CHENNAI,Education,COLLEGE FEES PAYMENT
POS/CDM CASH DEPOSIT/546264411,Cash,CDM CASH DEPOSIT
POS/MAX FASHION/965914172,Shopping,MAX FASHION
LIC JEEVAN ANAND*633858715,Insurance,LIC JEEVAN ANAND
STEAM GAMES PURCHASE*852313014,Entertainment,STEAM GAMES PURCHASE
HOME DECOR STORE,Shopping,HOMEDECORSTORE
JIOCINEMA 12JUN,Subscriptions,JIOCINEMA
UPI-BSNL-138319651@okicici,Utilities,BSNL
POS PLAYSTATION STORE BANGALORE,Entertainment,PLAYSTATION STORE
UPI-HOSTEL FEE PAYMENT-187948464@ybl,Rent,HOSTEL FEE PAYMENT
NEFT DR-GYM MEMBERSHIP FEE,Health,GYM MEMBERSHIP FEE
BIL/UNACADEMY/360997634,Education,UNACADEMY
UPI/INDANE GAS BOOKING/482949103,Utilities,INDANE GAS BOOKING
UPI/ATM WITHDRAWAL SBI/172855040,Cash,ATM WITHDRAWAL SBI
HP GAS BOOKING*331514949,Utilities,HP GAS BOOKING
POS TUITION FEES BANGALORE,Education,TUITION FEES
ACH DR-BIRYANI BLUES,Food,BIRYANI BLUES
UPI/LIC JEEVAN ANAND/398826584,Insurance,LIC JEEVAN ANAND
stanza living rent payment,Rent,STANZA LIVING RENT
BYJUS PURCHASE 485198850,Education,BYJUS
LIC JEEVAN ANAND 23MAY,Insurance,LIC JEEVAN ANAND
POS/INTEREST CREDIT/133154144,Income,INTEREST CREDIT
PLAYSTATION STORE 24AUG,Entertainment,PLAYSTATION STORE
ACH DR-AXIS MUTUAL FUND,Investment,AXIS MUTUAL FUND
POS AMAZON PRIME VIDEO MUMBAI,Subscriptions,AMAZON PRIME VIDEO
SWIGGY INSTAMART*965615974,Food,SWIGGY INSTAMART
CDM CASH DEPOSIT*132731256,Cash,CDM CASH DEPOSIT
IMPS/395030606/AUDIBLE,Subscriptions,AUDIBLE
NEFT CR-CASH WITHDRAWAL KOTAK-949024504,Cash,CASH WITHDRAWAL KOTAK
BIL/IMPS TRANSFER/522685169,Transfers,IMPS TRANSFER
NYKAA COSMETICS INDIA,Shopping,NYKAA
POS/DONATION PAYMENT/275398305,Other,DONATION PAYMENT
STANZA LIVING RENT*727064895,Rent,STANZA LIVING RENT
NEFT CR-ATM WITHDRAWAL ICICI-687532232,Cash,ATM WITHDRAWAL ICICI
ICLOUD STORAGE*884856806,Subscriptions,ICLOUD STORAGE
ATM WITHDRAWAL ICICI 18MAY,Cash,ATM WITHDRAWAL ICICI
DONATION PAYMENT 19APR,Other,DONATION PAYMENT
FLAT RENT TRANSFER 16MAY,Rent,FLAT RENT TRANSFER
NEFT DR-AMUSEMENT PARK TICKET,Entertainment,AMUSEMENT PARK TICKET
ANNUAL MEMBERSHIP RENEW,Subscriptions,ANNUALMEMBERSHIPRENEW
CASH WITHDRAWAL KOTAK*556260693,Cash,CASH WITHDRAWAL KOTAK
DISCOVERY PLUS,Entertainment,DISCOVERYPLUS
BIL/NETFLIX/120263286,Subscriptions,NETFLIX
BOOKMYSHOW PURCHASE 880865787,Entertainment,BOOKMYSHOW
RELIANCE SMART POINT,Shopping,RELIANCESMARTPOINT
MEDPLUS*490530383,Health,MEDPLUS
ADOBE CREATIVE CLOUD 03APR,Subscriptions,ADOBE CREATIVE CLOUD
BOX8 PURCHASE 171069472,Food,BOX8
UPI/STEAM GAMES PURCHASE/561720540,Entertainment,STEAM GAMES PURCHASE
TOLL PLAZA CHARGE,Transport,TOLLPLAZACHARGE
IMPS/357265666/FORTIS HOSPITAL,Health,FORTIS HOSPITAL
TELECOM BILL PAYMENT,Utilities,TELECOMBILLPAYMENT
POS YOUTUBE PREMIUM BANGALORE,Subscriptions,YOUTUBE PREMIUM
POS FORTIS HOSPITAL MUMBAI,Health,FORTIS HOSPITAL
CROMA PURCHASE 830794809,Shopping,CROMA
UPI/PRACTO/639590531,Health,PRACTO
PRACTO HEALTH CONSULT,Health,PRACTO
ZOLO STAYS RENT ONLINE PAYMENT,Rent,ZOLO STAYS RENT
wow momo payment,Food,WOW MOMO
BIL/CASH WITHDRAWAL KOTAK/280010955,Cash,CASH WITHDRAWAL KOTAK
INDIGO AIRLINES*609870729,Transport,INDIGO AIRLINES
FLIPKART INTERNET PVT LTD,Shopping,FLIPKART
BIL/GAMING ZONE/251753535,Entertainment,GAMING ZONE
NSDL DEPOSITORY PURCHASE 774384849,Investment,NSDL DEPOSITORY
NEFT CR-DONATION PAYMENT-428517090,Other,DONATION PAYMENT
POS/PHYSICS WALLAH/231178008,Education,PHYSICS WALLAH
BIL/ICICI PRUDENTIAL LIFE/597659026,Insurance,ICICI PRUDENTIAL LIFE
SCHOOL FEES PAYMENT*815104700,Education,SCHOOL FEES PAYMENT
IMPS/456532271/BOUNCE SCOOTER,Transport,BOUNCE SCOOTER
BIL/SNAPDEAL/535974242,Shopping,SNAPDEAL
IMPS/506865213/UBER,Transport,UBER
BONUS CREDIT*302185884,Income,BONUS CREDIT
BIL/IKEA/704697685,Shopping,IKEA
QUICK RIDE*546339338,Transport,QUICK RIDE
IMPS/250011536/NIIT,Education,NIIT
UPI-CASHBACK CREDIT-985170391@okhdfcbank,Income,CASHBACK CREDIT
AMAZON PURCHASE 543502646,Shopping,AMAZON
ATM WDL KOTAK BANK,Cash,ATMWDLKOTAKBANK
IMPS/457713542/SBI MUTUAL FUND,Investment,SBI MUTUAL FUND
AMAZON PRIME VIDEO*434422214,Subscriptions,AMAZON PRIME VIDEO
BIL/CASH WITHDRAWAL AXIS BANK/297507871,Cash,CASH WITHDRAWAL AXIS BANK
UPI-ATM WITHDRAWAL HDFC-102213702@ybl,Cash,ATM WITHDRAWAL HDFC
NEFT DR-CASH WITHDRAWAL AXIS BANK,Cash,CASH WITHDRAWAL AXIS BANK
POS NYKAA BANGALORE,Shopping,NYKAA
POS/PAYROLL CREDIT/841104253,Income,PAYROLL CREDIT
IMPS/649739328/COLLEGE FEES PAYMENT,Education,COLLEGE FEES PAYMENT
GAMESKRAFT TECHNOLOGY,Entertainment,GAMESKRAFTTECHNOLOGY
1mg payment,Health,1MG
KFC ONLINE PAYMENT,Food,KFC
BIL/PVR CINEMAS/280798420,Entertainment,PVR CINEMAS
BIL/MICROSOFT 365/850309046,Subscriptions,MICROSOFT 365
BIGBASKET GROCERY ORDER,Shopping,BIGBASKET
ACH DR-INOX MOVIES,Entertainment,INOX MOVIES
NEFT CR-BEHROUZ BIRYANI-422406106,Food,BEHROUZ BIRYANI
NEW INDIA ASSURANCE SI,Insurance,NEW INDIA ASSURANCE
BIL/BURGER KING/238460786,Food,BURGER KING
BIL/NGO DONATION/519267047,Other,NGO DONATION
POS/LINKEDIN PREMIUM/887414873,Subscriptions,LINKEDIN PREMIUM
NEFT CR-SBI MUTUAL FUND-845718080,Investment,SBI MUTUAL FUND
BSNL SI,Utilities,BSNL
UPI/BOOKMYSHOW/969298674,Entertainment,BOOKMYSHOW
POS VISTARA BANGALORE,Transport,VISTARA
UPI-ATM WITHDRAWAL SBI-548809963@ybl,Cash,ATM WITHDRAWAL SBI
IMPS/631848216/QUICK RIDE,Transport,QUICK RIDE
Ola Auto,Transport,OLA AUTO
POS/NETFLIX/195764351,Subscriptions,NETFLIX
IMPS/691072065/ICICI DIRECT,Investment,ICICI DIRECT
NEFT CR-WESTSIDE-220828027,Shopping,WESTSIDE
SBI MUTUAL FUND*700530563,Investment,SBI MUTUAL FUND
CASH WITHDRAWAL KOTAK PURCHASE 689834838,Cash,CASH WITHDRAWAL KOTAK
LIC POLICY RENEWAL*573212205,Insurance,LIC POLICY RENEWAL
UPI/UBER/699717002,Transport,UBER
MSEB ELECTRICITY*348001621,Utilities,MSEB ELECTRICITY
NEFT CR-ATM WITHDRAWAL SBI-435028764,Cash,ATM WITHDRAWAL SBI
AJIO PURCHASE 802595747,Shopping,AJIO
POS/KFC/735898931,Food,KFC
UPI TRANSFER SENT,Transfers,UPITRANSFERSENT
BENGALURU METRO RAIL,Transport,BENGALURUMETRORAIL
UDEMY PURCHASE 833153976,Education,UDEMY
POS BSNL HYDERABAD,Utilities,BSNL
POS/ATM WITHDRAWAL ICICI/845171293,Cash,ATM WITHDRAWAL ICICI
IMPS/750199707/EXCITEL BROADBAND,Utilities,EXCITEL BROADBAND
POS/AXIS MUTUAL FUND/636134020,Investment,AXIS MUTUAL FUND
POS NAMMA METRO BANGALORE,Transport,NAMMA METRO
BIL/WHITEHAT JR/219353997,Education,WHITEHAT JR
BIL/CHAAYOS/549080818,Food,CHAAYOS
BIL/CULT FIT/732567335,Health,CULT FIT
POS/AMAZON PRIME VIDEO/902523694,Subscriptions,AMAZON PRIME VIDEO
NEFT DR-COLLEGE FEES PAYMENT,Education,COLLEGE FEES PAYMENT
POS JIOFIBER BANGALORE,Utilities,JIOFIBER
ACH DR-SPOTIFY,Subscriptions,SPOTIFY
NOODLES RESTAURANT,Food,NOODLESRESTAURANT
UPI/FORTIS HOSPITAL/438279112,Health,FORTIS HOSPITAL
UPI-SPOTIFY-247075710@okicici,Subscriptions,SPOTIFY
POS GYM MEMBERSHIP FEE CHENNAI,Health,GYM MEMBERSHIP FEE
POS/STANZA LIVING RENT/164882944,Rent,STANZA LIVING RENT
UPI/RENT SPLIT TRANSFER/432452044,Transfers,RENT SPLIT TRANSFER
NEFT CR-NESTAWAY RENT-301492166,Rent,NESTAWAY RENT
POS/RELIGARE HEALTH INSURANCE/619404179,Insurance,RELIGARE HEALTH INSURANCE
IMPS/426551245/CHAAYOS,Food,CHAAYOS
SPECIALIST DOCTOR VISIT,Health,SPECIALISTDOCTORVISIT
IMPS/492794766/FABINDIA,Shopping,FABINDIA
CHEQUE BOUNCE CHARGE 20JUN,Other,CHEQUE BOUNCE CHARGE
Icici Direct,Investment,ICICI DIRECT
MISCELLANEOUS CHARGE 14FEB,Other,MISCELLANEOUS CHARGE
UPI-OLA AUTO-360578402@apl,Transport,OLA AUTO
FIITJEE 27MAR,Education,FIITJEE
FRESHMENU SI,Food,FRESHMENU
BIL/GAMING ZONE/187771298,Entertainment,GAMING ZONE
MISCELLANEOUS CHARGE 28NOV,Other,MISCELLANEOUS CHARGE
UPI/CASHBACK CREDIT/971023101,Income,CASHBACK CREDIT
NEFT CR-NSDL DEPOSITORY-823986776,Investment,NSDL DEPOSITORY
IMPS/789603056/MYNTRA,Shopping,MYNTRA
ATM WITHDRAWAL SBI PURCHASE 424508535,Cash,ATM WITHDRAWAL SBI
INTEREST CREDIT 18MAY,Income,INTEREST CREDIT
PVR CINEMAS PURCHASE 813718675,Entertainment,PVR CINEMAS
POS INDANE GAS BOOKING CHENNAI,Utilities,INDANE GAS BOOKING
GROWW PURCHASE 529976876,Investment,GROWW
FUND TRANSFER SELF ACCOUNT*231296592,Transfers,FUND TRANSFER SELF ACCOUNT
BIL/NETMEDS/532391853,Health,NETMEDS
INTEREST CREDIT*633018119,Income,INTEREST CREDIT
PLAYSTATION STORE*877580735,Entertainment,PLAYSTATION STORE
delhi metro payment,Transport,DELHI METRO
UPI-TORRENT POWER-973087834@oksbi,Utilities,TORRENT POWER
POS/BAJAJ ALLIANZ INSURANCE/376381823,Insurance,BAJAJ ALLIANZ INSURANCE
RELIANCE GENERAL INSURANCE,Insurance,RELIANCEGENERALINSURANCE
DIVIDEND CREDIT,Income,DIVIDEND CREDIT
IMPS/573152913/MUMBAI METRO,Transport,MUMBAI METRO
NEFT CR-INTEREST CREDIT-550745634,Income,INTEREST CREDIT
FLAT RENT TRANSFER PURCHASE 302743323,Rent,FLAT RENT TRANSFER
INDIAN OIL*572532253,Transport,INDIAN OIL
vistara payment,Transport,VISTARA
BESCOM ELECTRICITY ONLINE PAYMENT,Utilities,BESCOM ELECTRICITY
POS SPOTIFY CHENNAI,Subscriptions,SPOTIFY
UPI-RAPIDO-677064820@oksbi,Transport,RAPIDO
PAYTM MONEY PURCHASE 405803750,Investment,PAYTM MONEY
YOUTUBE PREMIUM PURCHASE 288472839,Subscriptions,YOUTUBE PREMIUM
IKEA 08DEC,Shopping,IKEA
POS/GAMING ZONE/813003603,Entertainment,GAMING ZONE
FITTERNITY 05DEC,Health,FITTERNITY
BIL/BHARAT PETROLEUM/424814794,Transport,BHARAT PETROLEUM
UPI-COLLEGE FEES PAYMENT-131387364@okicici,Education,COLLEGE FEES PAYMENT
RELIANCE DIGITAL SI,Shopping,RELIANCE DIGITAL
POS/ATM WITHDRAWAL HDFC/849372868,Cash,ATM WITHDRAWAL HDFC
POS DIVIDEND CREDIT PUNE,Income,DIVIDEND CREDIT
TRELLO GOLD,Subscriptions,TRELLOGOLD
VOLVO BUS BOOKING,Transport,VOLVOBUSBOOKING
BIL/AUDIBLE/398593298,Subscriptions,AUDIBLE
UPI-SUBWAY-721890096@apl,Food,SUBWAY
UPI/MSEB ELECTRICITY/742518018,Utilities,MSEB ELECTRICITY
SUKH SAGAR FOOD OUTLET,Food,SUKHSAGARFOODOUTLET
AJIO 22AUG,Shopping,AJIO
BIL/FAASOS/651323128,Food,FAASOS
MEESHO*749591392,Shopping,MEESHO
PHARMEASY PURCHASE 444904727,Health,PHARMEASY
SHOPIFY MONTHLY,Subscriptions,SHOPIFYMONTHLY
NEFT CR-QUICK RIDE-651759949,Transport,QUICK RIDE
REDBUS 25AUG,Transport,REDBUS
RENT SPLIT TRANSFER PURCHASE 908161001,Transfers,RENT SPLIT TRANSFER
ACH DR-HOTSTAR,Subscriptions,HOTSTAR
STEAM GAMES STORE,Entertainment,STEAMGAMESSTORE
UPI/HP PETROL PUMP/918164904,Transport,HP PETROL PUMP
NEFT CR-MISCELLANEOUS CHARGE-772063546,Other,MISCELLANEOUS CHARGE
COLLEGE SEMESTER FEE,Education,COLLEGESEMESTERFEE
POS/FORTIS HOSPITAL/975353559,Health,FORTIS HOSPITAL
IMPS TRANSFER PURCHASE 349108379,Transfers,IMPS TRANSFER
SHOPPERS STOP 02JAN,Shopping,SHOPPERS STOP
UPI-STEAM GAMES PURCHASE-434891694@okhdfcbank,Entertainment,STEAM GAMES PURCHASE
BOOKMYSHOW PURCHASE 363724780,Entertainment,BOOKMYSHOW
IMPS/258279275/FASTAG RECHARGE,Transport,FASTAG RECHARGE
UPI-LANDLORD PAYMENT-191421878@paytm,Rent,LANDLORD PAYMENT
LINKEDIN PREMIUM PURCHASE 835907840,Subscriptions,LINKEDIN PREMIUM
UPI-VEDANTU-566843094@okhdfcbank,Education,VEDANTU
CDM CASH DEPOSIT PURCHASE 585729796,Cash,CDM CASH DEPOSIT
UPI/APOLLO HOSPITAL/815200536,Health,APOLLO HOSPITAL
NEFT CR-MEESHO-527915151,Shopping,MEESHO
BIL/CHEQUE BOUNCE CHARGE/748980793,Other,CHEQUE BOUNCE CHARGE
BIL/FORTIS HOSPITAL/614884547,Health,FORTIS HOSPITAL
AAKASH INSTITUTE*632953308,Education,AAKASH INSTITUTE
HEALTHIFYME*600957267,Health,HEALTHIFYME
NEFT CR-INDANE GAS BOOKING-673833192,Utilities,INDANE GAS BOOKING
POS BAJAJ ALLIANZ INSURANCE PUNE,Insurance,BAJAJ ALLIANZ INSURANCE
POS MISCELLANEOUS CHARGE CHENNAI,Other,MISCELLANEOUS CHARGE
NEFT CR-BONUS CREDIT-283319438,Income,BONUS CREDIT
IMPS/918857275/GAMING ZONE,Entertainment,GAMING ZONE
UPI/TATA POWER/948950616,Utilities,TATA POWER
ATM WITHDRAWAL HDFC*410599478,Cash,ATM WITHDRAWAL HDFC
IMPS/304465908/NETMEDS,Health,NETMEDS
NEFT CR-CASH WITHDRAWAL KOTAK-773355906,Cash,CASH WITHDRAWAL KOTAK
GROWW*713521876,Investment,GROWW
CROMA 21MAY,Shopping,CROMA
IMPS/213568279/SALARY CREDIT,Income,SALARY CREDIT
IMPS/129752081/FIITJEE,Education,FIITJEE
NEFT DR-STANZA LIVING RENT,Rent,STANZA LIVING RENT
UPI-PLAYSTATION STORE-982655420@okhdfcbank,Entertainment,PLAYSTATION STORE
Payroll Credit,Income,PAYROLL CREDIT
